timestamp,endpoint,latency,avg_latency,max_latency,latency_std,request_rate,error_rate,errors_per_window,endpoint_frequency,error_category
2026-03-09 21:00:00+00:00,/api/db,42.5,42.5,59.0,16.5,0.03333333333333333,0.0,0,2,none
2026-03-09 21:00:00+00:00,/api/error,19.0,19.0,19.0,0.0,0.016666666666666666,1.0,1,1,SYSTEM_ERROR
2026-03-09 21:00:00+00:00,/api/normal,40.166666666666664,40.166666666666664,78.0,21.32226275255253,0.2,0.0,0,12,none
2026-03-09 21:00:00+00:00,/api/slow,1896.25,1896.25,2817.0,692.8670056367239,0.06666666666666667,0.0,0,4,none
2026-03-09 21:00:00+00:00,/api/validate,32.0,32.0,32.0,0.0,0.016666666666666666,1.0,1,1,VALIDATION_ERROR
2026-03-09 21:01:00+00:00,/api/db,11.0,11.0,11.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:01:00+00:00,/api/error,21.0,21.0,24.0,3.559026084010437,0.05,1.0,3,3,SYSTEM_ERROR
2026-03-09 21:01:00+00:00,/api/normal,43.5,43.5,76.0,18.368256780186222,0.23333333333333334,0.0,0,14,none
2026-03-09 21:01:00+00:00,/api/slow,2709.0,2709.0,2709.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:01:00+00:00,/api/validate,46.0,46.0,46.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:02:00+00:00,/api/normal,37.6875,37.6875,71.0,19.123672339537716,0.26666666666666666,0.0,0,16,none
2026-03-09 21:02:00+00:00,/api/slow,1972.3333333333333,1972.3333333333333,2881.0,687.9231223197999,0.05,0.0,0,3,none
2026-03-09 21:03:00+00:00,/api/db,74.0,74.0,74.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:03:00+00:00,/api/error,42.0,42.0,47.0,5.0,0.03333333333333333,1.0,2,2,SYSTEM_ERROR
2026-03-09 21:03:00+00:00,/api/normal,47.75,47.75,76.0,22.730761095924613,0.2,0.0,0,12,none
2026-03-09 21:03:00+00:00,/api/slow,2275.4,2275.4,2858.0,573.9552595803963,0.08333333333333333,0.0,0,5,none
2026-03-09 21:04:00+00:00,/api/db,59.0,59.0,75.0,16.0,0.03333333333333333,0.0,0,2,none
2026-03-09 21:04:00+00:00,/api/error,25.0,25.0,25.0,0.0,0.016666666666666666,1.0,1,1,SYSTEM_ERROR
2026-03-09 21:04:00+00:00,/api/normal,48.06666666666667,48.06666666666667,74.0,19.631493971564048,0.25,0.0,0,15,none
2026-03-09 21:04:00+00:00,/api/slow,2349.0,2349.0,2349.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:05:00+00:00,/api/normal,43.529411764705884,43.529411764705884,79.0,20.009167449119925,0.2833333333333333,0.0,0,17,none
2026-03-09 21:05:00+00:00,/api/slow,2102.0,2102.0,2905.0,803.0,0.03333333333333333,0.0,0,2,none
2026-03-09 21:06:00+00:00,/api/error,30.333333333333332,30.333333333333332,40.0,6.847546194724712,0.05,1.0,3,3,SYSTEM_ERROR
2026-03-09 21:06:00+00:00,/api/normal,35.0,35.0,75.0,19.655363983740756,0.2,0.0,0,12,none
2026-03-09 21:06:00+00:00,/api/slow,2095.0,2095.0,2482.0,332.5830723293054,0.06666666666666667,0.0,0,4,none
2026-03-09 21:06:00+00:00,/api/validate,28.0,28.0,28.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:07:00+00:00,/api/normal,43.0,43.0,77.0,21.563858652847824,0.2,0.0,0,12,none
2026-03-09 21:07:00+00:00,/api/slow,1544.0,1544.0,2550.0,531.9323265228388,0.13333333333333333,0.0,0,8,none
2026-03-09 21:08:00+00:00,/api/normal,49.4375,49.4375,79.0,21.09493052252128,0.26666666666666666,0.0,0,16,none
2026-03-09 21:08:00+00:00,/api/slow,1842.0,1842.0,1860.0,18.0,0.03333333333333333,0.0,0,2,none
2026-03-09 21:08:00+00:00,/api/validate,30.0,30.0,30.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:09:00+00:00,/api/error,36.0,36.0,46.0,10.198039027185569,0.05,1.0,3,3,SYSTEM_ERROR
2026-03-09 21:09:00+00:00,/api/normal,41.23076923076923,41.23076923076923,78.0,24.322050287291052,0.21666666666666667,0.0,0,13,none
2026-03-09 21:09:00+00:00,/api/slow,2310.6666666666665,2310.6666666666665,2964.0,634.676995714268,0.05,0.0,0,3,none
2026-03-09 21:10:00+00:00,/api/db,13.0,13.0,13.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:10:00+00:00,/api/error,47.0,47.0,47.0,0.0,0.016666666666666666,1.0,1,1,SYSTEM_ERROR
2026-03-09 21:10:00+00:00,/api/normal,37.53333333333333,37.53333333333333,70.0,21.171889119511487,0.25,0.0,0,15,none
2026-03-09 21:10:00+00:00,/api/slow,2030.0,2030.0,2533.0,503.0,0.03333333333333333,0.0,0,2,none
2026-03-09 21:10:00+00:00,/api/validate,25.0,25.0,25.0,0.0,0.016666666666666666,1.0,1,1,VALIDATION_ERROR
2026-03-09 21:11:00+00:00,/api/db,28.0,28.0,28.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:11:00+00:00,/api/normal,43.69230769230769,43.69230769230769,72.0,17.82126912248661,0.21666666666666667,0.0,0,13,none
2026-03-09 21:11:00+00:00,/api/slow,2265.8333333333335,2265.8333333333335,2982.0,632.9756226655879,0.1,0.0,0,6,none
2026-03-09 21:12:00+00:00,/api/db,14.0,14.0,14.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:12:00+00:00,/api/error,49.0,49.0,49.0,0.0,0.016666666666666666,1.0,1,1,SYSTEM_ERROR
2026-03-09 21:12:00+00:00,/api/normal,40.86666666666667,40.86666666666667,75.0,21.574264504007754,0.25,0.0,0,15,none
2026-03-09 21:12:00+00:00,/api/slow,1530.5,1530.5,1830.0,299.5,0.03333333333333333,0.0,0,2,none
2026-03-09 21:12:00+00:00,/api/validate,23.0,23.0,23.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:13:00+00:00,/api/normal,43.44444444444444,43.44444444444444,77.0,16.45945261079218,0.3,0.0,0,18,none
2026-03-09 21:13:00+00:00,/api/slow,2180.0,2180.0,2180.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:13:00+00:00,/api/validate,12.0,12.0,12.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:14:00+00:00,/api/db,30.0,30.0,30.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:14:00+00:00,/api/error,20.0,20.0,20.0,0.0,0.016666666666666666,1.0,1,1,SYSTEM_ERROR
2026-03-09 21:14:00+00:00,/api/normal,44.714285714285715,44.714285714285715,77.0,25.36428470853279,0.23333333333333334,0.0,0,14,none
2026-03-09 21:14:00+00:00,/api/slow,2710.3333333333335,2710.3333333333335,2841.0,143.8293742212935,0.05,0.0,0,3,none
2026-03-09 21:15:00+00:00,/api/error,35.0,35.0,35.0,0.0,0.016666666666666666,1.0,1,1,SYSTEM_ERROR
2026-03-09 21:15:00+00:00,/api/normal,42.857142857142854,42.857142857142854,79.0,19.45271608967,0.23333333333333334,0.0,0,14,none
2026-03-09 21:15:00+00:00,/api/slow,1095.0,1095.0,1095.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:15:00+00:00,/api/validate,52.333333333333336,52.333333333333336,71.0,25.69478978746902,0.05,0.3333333333333333,1,3,none
2026-03-09 21:16:00+00:00,/api/error,23.0,23.0,23.0,0.0,0.016666666666666666,1.0,1,1,SYSTEM_ERROR
2026-03-09 21:16:00+00:00,/api/normal,56.53333333333333,56.53333333333333,78.0,18.686418121786268,0.25,0.0,0,15,none
2026-03-09 21:16:00+00:00,/api/slow,2453.0,2453.0,2895.0,348.56276335833695,0.05,0.0,0,3,none
2026-03-09 21:17:00+00:00,/api/db,47.0,47.0,47.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:17:00+00:00,/api/error,27.25,27.25,33.0,6.098155458825234,0.06666666666666667,1.0,4,4,SYSTEM_ERROR
2026-03-09 21:17:00+00:00,/api/normal,45.92307692307692,45.92307692307692,71.0,18.061695714162774,0.21666666666666667,0.0,0,13,none
2026-03-09 21:17:00+00:00,/api/validate,27.0,27.0,27.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:18:00+00:00,/api/db,39.0,39.0,39.0,0.0,0.016666666666666666,1.0,1,1,DATABASE_ERROR
2026-03-09 21:18:00+00:00,/api/normal,40.42857142857143,40.42857142857143,78.0,21.552972236907323,0.23333333333333334,0.0,0,14,none
2026-03-09 21:18:00+00:00,/api/slow,2442.0,2442.0,2977.0,357.8463357364443,0.08333333333333333,0.0,0,5,none
2026-03-09 21:19:00+00:00,/api/db,27.0,27.0,27.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:19:00+00:00,/api/error,45.0,45.0,45.0,0.0,0.016666666666666666,1.0,1,1,SYSTEM_ERROR
2026-03-09 21:19:00+00:00,/api/normal,42.09090909090909,42.09090909090909,64.0,15.911428399707184,0.18333333333333332,0.0,0,11,none
2026-03-09 21:19:00+00:00,/api/slow,2175.8,2175.8,2874.0,385.2933427922159,0.08333333333333333,0.0,0,5,none
2026-03-09 21:19:00+00:00,/api/validate,18.0,18.0,18.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:20:00+00:00,/api/db,50.0,50.0,58.0,8.0,0.03333333333333333,1.0,2,2,DATABASE_ERROR
2026-03-09 21:20:00+00:00,/api/normal,42.8125,42.8125,78.0,21.10751865449845,0.26666666666666666,0.0,0,16,none
2026-03-09 21:20:00+00:00,/api/slow,1707.0,1707.0,1770.0,63.0,0.03333333333333333,0.0,0,2,none
2026-03-09 21:21:00+00:00,/api/db,59.0,59.0,60.0,1.0,0.03333333333333333,0.0,0,2,none
2026-03-09 21:21:00+00:00,/api/normal,47.06666666666667,47.06666666666667,73.0,21.06329086876555,0.25,0.0,0,15,none
2026-03-09 21:21:00+00:00,/api/slow,2297.3333333333335,2297.3333333333335,2808.0,491.2903644711773,0.05,0.0,0,3,none
2026-03-09 21:22:00+00:00,/api/db,13.0,13.0,13.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:22:00+00:00,/api/error,36.5,36.5,46.0,9.5,0.03333333333333333,1.0,2,2,SYSTEM_ERROR
2026-03-09 21:22:00+00:00,/api/normal,52.714285714285715,52.714285714285715,75.0,18.405855323893036,0.23333333333333334,0.0,0,14,none
2026-03-09 21:22:00+00:00,/api/slow,1507.0,1507.0,1507.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:22:00+00:00,/api/validate,75.0,75.0,75.0,0.0,0.016666666666666666,0.0,0,1,none
2026-03-09 21:23:00+00:00,/api/error,34.5,34.5,35.0,0.5,0.03333333333333333,1.0,2,2,SYSTEM_ERROR
2026-03-09 21:23:00+00:00,/api/normal,52.75,52.75,80.0,17.537459907295585,0.26666666666666666,0.0,0,16,none
